IDADE,RENDA_ANUAL,MORADIA,TEMPO_DE_SERVICO,MOTIVO_EMPRESTIMO,SCORE_CREDITO,VALOR_EMPRESTIMO,TAXA_DE_JUROS,SITUACAO_INADIMPLENCIA,COMPROMETIMENTO_DA_RENDA,HISTORICO_DE_INADIMPLENCIA,HISTORICO_DE_CREDITO
37,26400,alugada,0,saude,E,10000,19.03,1,0.38,s,12
21,74000,hipoteca,5,empreendimento,B,25000,12.69,0,0.34,n,3
26,95000,hipoteca,0,educacao,D,20000,14.96,0,0.21,n,3
23,46000,alugada,1,educacao,B,12500,11.11,0,0.27,n,2
24,30000,alugada,3,saude,A,10000,5.79,1,0.33,n,4
34,48000,alugada,4,empreendimento,B,3000,11.83,0,0.06,n,10
23,41500,alugada,3,educacao,E,6000,16.7,1,0.14,n,2
24,60000,alugada,1,educacao,B,12000,10.99,0,0.2,n,4
25,32500,hipoteca,3,educacao,A,12500,7.9,0,0.38,n,4
22,35000,alugada,4,empreendimento,B,11800,10.95,1,0.34,n,2
28,30000,alugada,3,quitacao_debitos,D,5600,14.84,1,0.19,s,10
30,105000,hipoteca,12,educacao,A,12000,7.88,0,0.11,n,6
36,48000,alugada,2,saude,C,20000,13.61,1,0.42,n,14
23,40000,alugada,3,educacao,B,10000,10.75,0,0.25,n,4
21,11389,outro,5,educacao,C,4000,12.84,1,0.35,s,2
25,57200,hipoteca,1,educacao,A,2400,7.49,0,0.04,n,2
24,92341,alugada,9,reforma,A,12000,7.51,0,0.13,n,3
29,39500,hipoteca,8,empreendimento,A,5000,7.74,0,0.13,n,8
30,56628,hipoteca,2,reforma,A,12000,8.94,0,0.21,n,10
30,50000,hipoteca,8,quitacao_debitos,A,10000,6.62,0,0.2,n,7
61,51000,alugada,2,saude,D,20000,14.09,1,0.39,n,21
24,53636,alugada,8,educacao,B,4000,10.62,0,0.07,n,2
24,55000,alugada,2,reforma,D,8000,14.61,1,0.15,n,2
31,25200,alugada,0,uso_pessoal,A,1400,6.99,0,0.06,n,6
21,27000,alugada,3,uso_pessoal,C,2600,13.22,0,0.1,s,2
25,54000,hipoteca,7,educacao,B,5500,10.59,0,0.1,n,4
23,30000,hipoteca,4,quitacao_debitos,B,4800,10.65,1,0.16,n,3
22,56004,hipoteca,6,saude,B,6000,11.86,0,0.11,n,3
28,30000,alugada,5,uso_pessoal,B,5825,9.99,0,0.19,n,9
23,114000,propria,7,empreendimento,A,6000,8.49,0,0.05,n,4
23,29120,propria,0,saude,A,6400,8.94,0,0.22,n,4
23,13200,hipoteca,2,educacao,B,1400,9.25,0,0.11,n,4
26,66996,alugada,10,uso_pessoal,D,25000,15.21,1,0.37,s,2
30,168000,hipoteca,8,educacao,A,10000,8.94,1,0.06,n,5
27,30000,hipoteca,3,uso_pessoal,C,5350,13.06,1,0.18,n,6
33,30000,alugada,3,saude,A,1200,6.76,0,0.04,n,10
27,24000,alugada,2,saude,B,2500,10.65,0,0.1,n,9
22,62900,alugada,6,saude,D,20000,14.91,1,0.27,n,4
29,91560,hipoteca,8,quitacao_debitos,A,22000,6.91,0,0.24,n,8
30,69996,propria,14,empreendimento,C,6000,14.26,0,0.09,n,8
26,21000,alugada,3,uso_pessoal,B,3000,10.59,0,0.14,n,2
31,100000,hipoteca,6,saude,B,6000,10.99,0,0.06,n,6
29,54000,alugada,12,uso_pessoal,B,10000,11.71,1,0.19,n,7
24,53000,alugada,7,saude,C,12000,12.53,0,0.23,s,4
22,275000,propria,6,empreendimento,B,12000,11.58,0,0.04,n,2
24,45000,hipoteca,8,educacao,A,5000,5.79,0,0.11,n,2
27,132000,alugada,6,empreendimento,C,20000,12.73,0,0.15,n,8
25,150000,alugada,2,reforma,A,8750,7.74,0,0.06,n,2
24,65000,hipoteca,8,quitacao_debitos,B,6600,10.65,0,0.1,n,2
22,48000,hipoteca,5,educacao,A,9600,7.51,0,0.2,n,4
22,30000,alugada,0,educacao,C,6300,13.22,0,0.21,s,3
22,75000,alugada,2,quitacao_debitos,B,9000,10.99,0,0.12,n,4
31,68400,hipoteca,3,educacao,B,15000,11.71,0,0.22,n,5
21,27120,alugada,0,educacao,A,8500,8.9,1,0.31,n,2
22,29996,hipoteca,3,educacao,C,5400,12.84,0,0.18,n,4
29,240000,hipoteca,13,quitacao_debitos,A,12000,6.03,0,0.05,n,9
22,56000,alugada,6,educacao,E,18250,16.7,1,0.33,n,3
22,19200,hipoteca,6,quitacao_debitos,C,5000,14.17,1,0.26,s,2
28,42000,hipoteca,4,reforma,B,10000,10.75,0,0.24,n,6
24,50000,hipoteca,2,saude,A,12000,6.62,0,0.24,n,4
22,127500,hipoteca,2,saude,A,15000,7.49,0,0.12,n,4
27,150000,hipoteca,11,uso_pessoal,B,25000,10.36,0,0.17,n,7
29,44000,alugada,2,empreendimento,D,5400,16,1,0.12,s,9
23,52000,alugada,0,educacao,A,3000,5.99,0,0.06,n,2
25,25000,alugada,1,quitacao_debitos,B,1600,9.99,0,0.06,n,3
22,125000,alugada,3,quitacao_debitos,A,16000,7.9,0,0.13,n,2
25,80000,alugada,8,quitacao_debitos,D,5000,14.96,1,0.06,s,4
23,60000,alugada,7,empreendimento,B,10000,9.88,0,0.17,n,4
22,62654,hipoteca,4,reforma,D,6000,14.74,1,0.1,n,4
24,36100,alugada,3,educacao,B,8400,11.26,0,0.23,n,4
26,49200,alugada,7,saude,D,6000,16.49,1,0.12,s,2
25,110000,propria,6,uso_pessoal,B,28000,9.91,0,0.25,n,2
28,230000,hipoteca,12,quitacao_debitos,B,10000,10.95,0,0.04,n,6
44,67000,alugada,3,quitacao_debitos,C,10000,11.66,0,0.15,s,15
36,90000,alugada,6,quitacao_debitos,B,1950,12.42,0,0.02,n,15
26,87360,alugada,1,educacao,C,6800,12.99,0,0.08,n,3
23,124000,hipoteca,4,saude,A,16000,6.03,0,0.13,n,4
29,42000,alugada,0,empreendimento,D,5000,14.96,1,0.12,s,5
23,28800,hipoteca,7,quitacao_debitos,B,8400,9.63,0,0.29,n,3
23,140000,hipoteca,7,uso_pessoal,B,12000,11.71,0,0.09,n,4
32,44400,hipoteca,3,educacao,A,15000,8.9,1,0.34,n,5
28,48000,hipoteca,13,saude,C,5000,15.27,1,0.1,s,8
34,70000,alugada,1,educacao,D,4200,14.61,1,0.06,n,6
32,65000,alugada,2,saude,C,19000,12.84,0,0.29,s,5
31,78408,hipoteca,10,empreendimento,B,15000,12.18,0,0.19,n,8
22,111000,alugada,1,empreendimento,B,15000,10.62,0,0.14,n,3
25,65000,hipoteca,4,uso_pessoal,A,6000,8.9,1,0.09,n,2
29,65000,alugada,1,saude,B,7200,11.12,0,0.11,n,8
23,21000,propria,2,empreendimento,C,6000,15.27,0,0.29,n,2
37,32400,propria,0,educacao,D,8000,15.99,0,0.25,n,12
29,45996,alugada,6,educacao,B,3000,9.76,0,0.07,n,7
24,70000,hipoteca,2,saude,B,8950,11.89,0,0.13,n,2
29,117500,propria,1,empreendimento,A,20000,6.17,0,0.17,n,9
24,47000,hipoteca,5,quitacao_debitos,C,10000,13.79,0,0.21,s,4
24,52800,alugada,1,saude,C,8000,12.87,0,0.15,s,3
22,45000,alugada,0,quitacao_debitos,B,15000,10.37,1,0.33,n,2
24,56000,hipoteca,1,empreendimento,C,10000,14.35,1,0.18,n,4
21,63250,alugada,2,uso_pessoal,B,6225,10.99,0,0.1,n,4
32,60000,hipoteca,16,saude,A,6000,6.62,0,0.1,n,7
26,35000,alugada,0,empreendimento,C,12000,10.91,1,0.34,s,3
26,40000,alugada,0,saude,A,4500,7.74,0,0.11,n,2
50,56100,alugada,3,saude,D,6000,16.49,1,0.09,s,14
26,88000,alugada,10,uso_pessoal,B,10000,12.69,0,0.11,n,4
24,42000,hipoteca,2,uso_pessoal,C,2000,11.28,0,0.05,n,2
30,130500,hipoteca,1,quitacao_debitos,D,25000,15.33,1,0.19,n,6
29,150000,hipoteca,0,reforma,C,10700,14.22,0,0.07,n,9
41,113000,alugada,1,empreendimento,D,12000,16,1,0.11,s,15
28,68000,hipoteca,7,reforma,B,2500,11.71,0,0.04,n,8
24,43000,alugada,8,empreendimento,B,4000,12.69,0,0.09,n,2
25,54000,hipoteca,7,uso_pessoal,D,12000,16.49,0,0.22,s,3
35,60000,alugada,0,reforma,C,4000,13.98,0,0.07,s,7
32,37000,hipoteca,3,uso_pessoal,B,3000,11.49,0,0.08,n,7
27,36000,hipoteca,9,quitacao_debitos,E,15200,16.35,1,0.42,s,6
39,56000,alugada,16,quitacao_debitos,C,10000,13.06,0,0.18,n,11
24,99000,hipoteca,8,quitacao_debitos,A,12000,6.03,0,0.12,n,4
29,61656,alugada,4,uso_pessoal,A,15000,6.91,0,0.24,n,9
25,31200,alugada,9,empreendimento,B,1500,11.12,0,0.05,n,2
26,40000,propria,0,reforma,B,10000,11.86,0,0.25,n,4
26,5500,alugada,0,educacao,A,1000,9.63,1,0.18,n,3
38,140000,hipoteca,2,saude,B,8000,10.95,0,0.06,n,14
24,40000,alugada,0,quitacao_debitos,B,7500,11.36,0,0.19,n,4
33,37000,hipoteca,2,saude,B,13000,10.36,0,0.35,n,9
28,85000,hipoteca,1,saude,A,5000,6.92,0,0.06,n,8
25,60000,hipoteca,2,uso_pessoal,B,6900,9.99,0,0.12,n,3
21,44000,hipoteca,5,empreendimento,D,7500,12.92,1,0.17,n,4
23,62500,hipoteca,7,empreendimento,A,4000,7.43,0,0.06,n,3
22,60000,alugada,2,educacao,B,12000,10.99,0,0.2,n,2
37,26400,alugada,5,educacao,A,1500,6.91,0,0.06,n,17
33,78000,hipoteca,6,saude,C,20000,15.96,0,0.26,n,10
23,61300,propria,1,educacao,D,9000,16.49,0,0.15,s,3
24,52000,hipoteca,7,empreendimento,B,7800,11.36,0,0.15,n,3
30,28500,hipoteca,9,educacao,A,4000,7.74,0,0.14,n,7
24,30000,alugada,8,saude,B,8000,9.25,0,0.27,n,2
21,70000,alugada,5,saude,B,9700,12.53,0,0.14,n,4
22,27600,alugada,7,saude,B,7200,10.59,0,0.26,n,3
28,38196,hipoteca,5,saude,B,10750,10.75,0,0.28,n,10
27,37000,alugada,11,saude,A,14700,5.99,1,0.4,n,9
40,60000,propria,5,empreendimento,A,12000,9.63,0,0.2,n,13
26,150000,hipoteca,3,quitacao_debitos,B,25000,9.99,0,0.17,n,4
25,59000,hipoteca,5,reforma,A,6000,6.99,0,0.1,n,3
37,30000,alugada,6,saude,B,6500,10.37,0,0.22,n,11
28,131040,hipoteca,0,saude,C,10000,13.35,0,0.08,s,7
29,60000,propria,0,reforma,D,16000,16,0,0.27,s,8
24,75200,propria,5,educacao,A,6500,7.14,0,0.09,n,2
27,69936,hipoteca,11,quitacao_debitos,A,8000,7.66,0,0.11,n,10
32,175000,alugada,3,quitacao_debitos,C,20000,13.49,0,0.11,s,8
22,37800,hipoteca,7,educacao,B,7200,10.99,0,0.19,n,2
25,37596,hipoteca,3,uso_pessoal,B,12000,11.99,0,0.32,n,4
30,102540,hipoteca,6,saude,A,1500,7.9,0,0.01,n,10
31,86004,propria,8,empreendimento,B,2000,10.74,0,0.02,n,6
26,125000,hipoteca,10,uso_pessoal,A,10200,7.49,0,0.08,n,2
36,100000,hipoteca,2,educacao,A,8000,6.76,0,0.08,n,11
24,205000,hipoteca,8,educacao,C,35000,13.99,0,0.17,n,2
38,25000,alugada,1,educacao,A,1000,8,0,0.04,n,16
29,45000,alugada,0,quitacao_debitos,B,9000,12.69,0,0.2,n,7
25,121680,hipoteca,3,reforma,B,15000,10.37,0,0.12,n,3
22,36000,alugada,3,empreendimento,C,15000,13.85,1,0.42,n,3
29,54000,hipoteca,8,saude,D,14800,15.31,1,0.27,s,10
23,65004,alugada,4,educacao,D,3000,14.84,0,0.05,n,3
22,54225,alugada,0,educacao,E,15000,16.7,1,0.28,s,4
27,42000,hipoteca,0,saude,A,4200,6.76,0,0.1,n,9
25,54000,hipoteca,5,quitacao_debitos,B,5100,9.62,0,0.09,n,4
23,148000,alugada,1,quitacao_debitos,E,25000,14.93,1,0.17,n,3
24,88000,hipoteca,2,quitacao_debitos,G,25000,18.84,1,0.28,s,2
23,61498,hipoteca,5,uso_pessoal,B,5000,11.36,0,0.08,n,2
27,66000,hipoteca,0,educacao,A,9250,8.59,0,0.14,n,9
27,31850,hipoteca,8,empreendimento,B,14125,10.65,0,0.44,n,8
34,72000,alugada,2,reforma,A,10000,7.51,0,0.14,n,7
31,24000,alugada,2,uso_pessoal,A,3000,7.49,0,0.13,n,8
24,42500,alugada,9,uso_pessoal,B,12000,11.36,0,0.28,n,2
32,52000,alugada,0,uso_pessoal,B,2500,8.88,0,0.05,n,10
22,32500,hipoteca,5,quitacao_debitos,B,14500,11.99,0,0.45,n,4
22,91000,alugada,2,uso_pessoal,B,8000,11.86,0,0.09,n,3
25,22000,hipoteca,9,educacao,A,5875,6.62,1,0.27,n,2
23,20004,hipoteca,6,uso_pessoal,A,7125,6.99,0,0.36,n,2
26,126000,hipoteca,3,uso_pessoal,A,11000,7.14,0,0.09,n,4
24,98004,alugada,0,empreendimento,D,16000,16.32,1,0.16,s,4
23,129996,hipoteca,2,empreendimento,B,30000,11.11,0,0.23,n,4
25,45000,alugada,0,saude,A,12000,7.66,0,0.27,n,4
24,83000,alugada,8,uso_pessoal,A,35000,8.9,1,0.42,n,2
40,42996,hipoteca,5,empreendimento,C,8400,13.49,0,0.2,s,12
24,44160,outro,7,saude,C,10000,13.22,0,0.23,n,4
26,220836,hipoteca,10,uso_pessoal,B,9000,11.26,0,0.04,n,2
46,90000,hipoteca,5,quitacao_debitos,A,20000,6.91,0,0.22,n,16
24,60000,alugada,1,quitacao_debitos,B,12000,10.36,0,0.2,n,3
25,85000,hipoteca,6,reforma,A,4000,6.54,0,0.05,n,3
24,140000,hipoteca,5,reforma,B,25000,10.74,0,0.18,n,4
22,36900,alugada,5,empreendimento,A,16000,7.9,1,0.43,n,2
26,120000,hipoteca,10,quitacao_debitos,A,16000,8.94,0,0.13,n,2
23,30000,hipoteca,7,saude,A,4600,7.9,0,0.15,n,3
23,115000,hipoteca,3,educacao,B,10000,10.59,0,0.09,n,2
25,50000,alugada,2,educacao,A,12000,7.88,0,0.24,n,4
35,92000,hipoteca,11,empreendimento,A,12000,6.99,0,0.13,n,8
31,55000,alugada,2,saude,B,10000,12.42,0,0.18,n,7
23,24000,propria,2,educacao,D,8000,15.62,0,0.33,n,2
23,120000,hipoteca,8,empreendimento,A,14000,8.94,0,0.12,n,3
27,44000,alugada,5,educacao,B,13650,10.65,1,0.31,n,5
24,56496,alugada,5,educacao,A,2000,9.32,0,0.04,n,3
24,44000,hipoteca,4,uso_pessoal,B,11200,10.99,0,0.25,n,4
22,61200,alugada,6,uso_pessoal,A,11200,6.62,0,0.18,n,4
22,51000,alugada,2,educacao,B,3200,10.99,0,0.06,n,2
27,14400,alugada,3,educacao,F,2500,18.3,1,0.17,n,7
24,255000,hipoteca,9,educacao,A,9600,6.99,0,0.04,n,2
24,72000,alugada,3,educacao,A,6000,7.66,0,0.08,n,3
25,32000,alugada,2,quitacao_debitos,B,8000,10.62,0,0.25,n,3
24,86000,hipoteca,8,reforma,B,16000,11.12,0,0.19,n,3
23,81000,hipoteca,8,uso_pessoal,B,10000,8.88,0,0.12,n,4
37,44196,alugada,0,saude,B,12400,11.26,0,0.28,n,14
29,48000,alugada,2,uso_pessoal,B,15000,11.36,1,0.31,n,8
24,30000,alugada,0,educacao,A,12000,6.91,1,0.4,n,3
23,22300,propria,1,saude,B,7500,11.12,0,0.34,n,4
32,34000,alugada,0,educacao,B,7500,10.01,1,0.22,n,5
31,50402,hipoteca,4,empreendimento,C,3000,13.22,0,0.06,s,10
23,70000,alugada,1,saude,B,17000,8.88,0,0.24,n,4
22,24000,alugada,0,quitacao_debitos,C,5200,13.49,0,0.22,s,2
24,122000,alugada,4,educacao,B,15000,11.58,0,0.12,n,3
30,49641,hipoteca,9,uso_pessoal,C,8400,13.11,0,0.17,s,6
41,24000,propria,3,educacao,C,4500,12.99,0,0.19,s,14
33,612000,alugada,3,saude,C,5950,12.73,0,0.01,s,10
23,85000,alugada,2,empreendimento,C,12000,13.16,0,0.14,s,4
28,28000,propria,0,saude,B,3250,12.53,0,0.12,n,9
30,62000,alugada,14,saude,B,12000,11.71,0,0.19,n,9
37,56000,hipoteca,2,reforma,A,13000,9.63,0,0.23,n,17
26,116004,hipoteca,11,empreendimento,B,20000,12.21,0,0.17,n,2
23,120000,alugada,7,uso_pessoal,B,13000,11.71,0,0.11,n,4
44,48000,hipoteca,12,quitacao_debitos,B,17500,12.18,0,0.36,n,15
23,62000,alugada,0,saude,C,10000,14.27,0,0.16,n,3
22,51480,hipoteca,4,uso_pessoal,B,3000,11.83,0,0.06,n,2
23,65000,hipoteca,7,educacao,A,10500,6.03,0,0.16,n,4
31,59000,alugada,14,quitacao_debitos,A,20000,7.51,1,0.34,n,10
23,57500,alugada,1,empreendimento,B,4000,8.88,0,0.07,n,2
33,101000,hipoteca,8,reforma,A,5000,7.49,0,0.05,n,7
22,50000,hipoteca,6,uso_pessoal,A,15000,7.9,0,0.3,n,3
43,72800,hipoteca,7,reforma,C,20000,12.84,0,0.27,s,12
40,117000,alugada,4,reforma,B,10625,11.14,0,0.09,n,13
22,57600,propria,6,empreendimento,A,6500,7.49,0,0.11,n,3
35,26000,alugada,3,uso_pessoal,A,8000,7.9,1,0.31,n,6
25,18840,hipoteca,5,educacao,B,3000,9.91,1,0.16,n,2
40,28800,alugada,3,uso_pessoal,C,4200,14.72,1,0.15,s,16
47,168000,hipoteca,13,educacao,A,8775,8.49,0,0.05,n,12
27,146000,hipoteca,5,saude,A,2500,8.49,0,0.02,n,5
21,18000,propria,3,reforma,D,4900,14.54,1,0.27,s,4
25,24000,propria,7,reforma,A,6000,5.42,0,0.25,n,4
27,44000,hipoteca,3,educacao,C,5700,13.23,0,0.13,s,9
39,23500,alugada,14,uso_pessoal,D,5850,15.2,0,0.25,n,12
25,25920,alugada,0,empreendimento,B,2300,11.11,0,0.09,n,2
27,16800,alugada,3,quitacao_debitos,B,6500,11.99,1,0.39,n,8
55,75000,alugada,2,saude,B,20000,11.83,0,0.27,n,23
26,40000,alugada,3,empreendimento,C,9600,14.27,0,0.24,n,4
26,36000,hipoteca,10,uso_pessoal,B,10000,9.88,0,0.28,n,3
22,75000,alugada,2,educacao,B,19600,12.42,0,0.26,n,4
26,105000,hipoteca,6,quitacao_debitos,B,12000,11.99,0,0.11,n,2
28,52000,alugada,12,reforma,B,5000,11.36,1,0.1,n,7
26,79700,hipoteca,9,quitacao_debitos,B,7200,9.99,0,0.09,n,3
31,24000,alugada,3,educacao,A,6000,8.49,0,0.25,n,5
25,87000,alugada,6,quitacao_debitos,A,13000,7.29,0,0.15,n,2
22,60000,alugada,0,empreendimento,A,5500,7.88,0,0.09,n,3
30,144000,hipoteca,12,uso_pessoal,C,35000,12.68,0,0.24,n,8
29,71000,alugada,1,quitacao_debitos,C,12000,13.16,0,0.17,s,9
24,9600,alugada,3,educacao,C,1300,12.73,1,0.14,n,2
23,29000,alugada,0,educacao,E,10000,17.93,1,0.34,s,3
29,40000,hipoteca,8,educacao,A,8000,8.59,0,0.2,n,10
26,72600,hipoteca,3,empreendimento,A,4500,7.74,0,0.06,n,3
27,77200,alugada,0,quitacao_debitos,B,5425,10.59,1,0.07,n,9
22,110000,hipoteca,2,empreendimento,B,9000,11.11,0,0.08,n,4
26,34000,alugada,5,empreendimento,A,7500,7.9,0,0.22,n,4
28,20000,alugada,4,uso_pessoal,D,4000,14.59,0,0.2,n,9
26,22000,alugada,10,empreendimento,B,10000,9.63,1,0.45,n,4
29,130000,propria,7,empreendimento,C,7000,14.65,0,0.05,n,9
26,66400,alugada,6,saude,A,6000,7.29,0,0.09,n,4
25,31200,hipoteca,3,saude,A,11200,5.42,0,0.36,n,2
27,290000,hipoteca,0,saude,B,7875,9.99,0,0.03,n,6
28,92000,hipoteca,11,educacao,F,25000,19.29,0,0.27,s,9
24,65000,hipoteca,8,uso_pessoal,B,10000,11.99,0,0.15,n,4
21,39900,alugada,0,educacao,A,12000,7.9,0,0.3,n,4
28,158367,hipoteca,5,saude,A,12000,6.62,0,0.08,n,8
21,18000,alugada,1,reforma,F,5600,18.09,1,0.31,n,4
25,77004,hipoteca,9,uso_pessoal,B,15000,9.63,0,0.19,n,2
32,58000,alugada,4,uso_pessoal,B,12000,11.26,0,0.21,n,10
24,79050,alugada,2,saude,B,2100,9.91,1,0.02,n,4
27,34900,alugada,3,saude,E,5000,16.7,1,0.14,s,9
40,64200,alugada,2,educacao,A,3000,7.74,0,0.05,n,13
23,80000,alugada,3,quitacao_debitos,A,7200,8.9,0,0.09,n,2
23,87000,hipoteca,7,educacao,A,8000,5.99,0,0.09,n,4
22,69077,hipoteca,2,uso_pessoal,A,10000,7.51,0,0.14,n,3
52,25000,alugada,23,saude,D,5000,12.61,1,0.2,s,22
22,55000,alugada,0,quitacao_debitos,D,15000,14.83,1,0.27,s,4
22,65000,hipoteca,4,quitacao_debitos,C,8100,13.11,0,0.12,n,4
28,54000,hipoteca,3,empreendimento,B,10000,9.99,0,0.19,n,9
25,72000,hipoteca,1,reforma,A,2100,7.66,0,0.03,n,3
25,50000,alugada,6,saude,C,8400,13.22,0,0.17,n,3
22,55000,hipoteca,6,educacao,C,1400,13.49,0,0.03,n,3
30,119700,hipoteca,2,reforma,A,9500,8.94,0,0.08,n,10
25,19200,alugada,0,uso_pessoal,C,1825,12.68,0,0.1,s,2
28,108041,hipoteca,6,educacao,C,5600,13.98,0,0.05,s,7
22,66300,alugada,3,saude,D,7500,14.96,1,0.1,n,2
35,48000,alugada,13,saude,B,1500,9.91,0,0.03,n,9
26,110000,hipoteca,0,empreendimento,A,15600,6.17,0,0.14,n,4
24,175000,hipoteca,9,educacao,A,10000,5.42,0,0.06,n,3
32,44000,alugada,4,uso_pessoal,G,5000,20.17,1,0.11,n,10
24,45000,alugada,5,empreendimento,A,7000,5.42,0,0.16,n,4
26,95000,propria,0,saude,A,1000,8.94,0,0.01,n,4
29,180396,hipoteca,8,uso_pessoal,B,18000,12.69,0,0.1,n,9
21,24000,alugada,0,educacao,C,4600,13.99,0,0.19,s,2
28,140000,alugada,0,quitacao_debitos,B,15000,11.26,0,0.11,n,5
22,81800,hipoteca,6,educacao,A,2500,6.39,0,0.03,n,2
22,22560,alugada,3,uso_pessoal,D,4200,15.2,1,0.19,s,4
27,30000,alugada,4,empreendimento,C,6000,14.65,0,0.2,s,9
22,42500,alugada,1,educacao,C,9600,11.22,0,0.23,s,2
29,70000,alugada,13,uso_pessoal,D,16000,14.42,0,0.23,s,6
23,44000,hipoteca,0,saude,A,5500,6.17,0,0.13,n,4
32,32678,hipoteca,10,quitacao_debitos,C,3075,15.23,0,0.09,n,6
22,81500,hipoteca,6,uso_pessoal,A,20000,6.54,0,0.25,n,2
40,80000,alugada,0,uso_pessoal,A,6000,8.94,0,0.07,n,11
22,50000,alugada,3,quitacao_debitos,C,10000,13.99,0,0.2,s,2
36,72000,propria,5,empreendimento,B,6000,11.36,0,0.08,n,17
27,51000,propria,11,empreendimento,A,18000,7.49,0,0.35,n,6
21,24996,alugada,2,educacao,E,5000,16.45,1,0.2,n,4
22,75000,hipoteca,4,educacao,C,15000,13.61,0,0.2,n,4
24,96408,alugada,1,educacao,C,7700,12.53,0,0.08,s,4
29,54000,alugada,2,reforma,B,13575,11.71,1,0.25,n,10
24,87996,alugada,8,quitacao_debitos,D,10000,14.84,1,0.11,s,2
25,42000,alugada,0,educacao,E,7400,16.32,1,0.18,n,4
26,65000,alugada,0,reforma,C,4800,13.72,0,0.07,n,2
24,65000,hipoteca,3,educacao,B,12000,9.91,0,0.18,n,4
25,30576,hipoteca,5,quitacao_debitos,A,10000,6.03,0,0.33,n,4
37,45000,propria,11,educacao,B,12000,12.21,0,0.27,n,12
34,60000,hipoteca,6,uso_pessoal,E,10500,15.68,0,0.17,s,9
41,55000,alugada,9,quitacao_debitos,B,12000,12.53,0,0.22,n,15
30,118000,hipoteca,0,uso_pessoal,C,5000,13.92,0,0.04,s,9
28,90000,hipoteca,3,saude,B,21000,10.74,0,0.23,n,7
24,15000,alugada,0,educacao,C,2100,13.11,0,0.14,s,4
28,47004,hipoteca,12,uso_pessoal,C,10000,13.61,1,0.21,s,6
33,75693,hipoteca,5,educacao,B,22000,10.25,0,0.29,n,10
21,45000,alugada,3,uso_pessoal,A,7200,9.38,0,0.16,n,4
38,151000,hipoteca,8,quitacao_debitos,A,35000,8.9,0,0.23,n,12
29,27840,alugada,0,uso_pessoal,E,8575,19.42,1,0.31,n,8
25,70200,alugada,9,uso_pessoal,E,18000,16.45,0,0.26,s,3
38,65000,alugada,4,reforma,C,4500,13.43,0,0.07,n,12
34,42000,alugada,5,saude,A,18825,7.9,1,0.45,n,9
26,156000,hipoteca,6,empreendimento,C,9600,14.27,0,0.06,s,2
21,45000,alugada,3,saude,B,9600,12.18,0,0.21,n,3
25,24000,alugada,3,educacao,A,5000,6.92,0,0.21,n,4
45,38268,hipoteca,14,uso_pessoal,B,8400,12.18,0,0.22,n,11
30,71000,alugada,2,reforma,A,12000,8.9,0,0.17,n,8
24,103000,hipoteca,8,reforma,B,6400,10.37,0,0.06,n,3
49,82000,hipoteca,4,uso_pessoal,D,10000,16.49,0,0.12,s,12
29,75000,hipoteca,1,saude,A,12000,9.63,0,0.16,n,6
24,39000,alugada,3,educacao,A,1500,8.49,1,0.04,n,3
32,19000,alugada,1,empreendimento,A,8325,6.62,1,0.44,n,10
26,65000,hipoteca,10,educacao,A,5000,7.51,0,0.08,n,2
24,91800,alugada,5,saude,D,25000,15.33,1,0.23,s,2
30,64600,hipoteca,8,saude,D,8000,15.99,1,0.11,s,6
23,42000,alugada,1,empreendimento,C,8000,12.84,0,0.19,n,4
23,54000,hipoteca,7,saude,A,13500,9.63,0,0.25,n,2
21,28000,alugada,0,quitacao_debitos,A,8000,7.51,0,0.29,n,4
23,74000,propria,7,uso_pessoal,D,15000,15.99,0,0.2,s,4
24,54500,hipoteca,7,saude,D,8000,17.49,1,0.15,n,4
22,52000,alugada,1,educacao,C,12000,13.61,0,0.23,s,3
30,72000,hipoteca,8,quitacao_debitos,C,4800,13.49,0,0.07,s,7
21,31200,alugada,1,quitacao_debitos,D,6000,16.89,1,0.19,n,3
30,39962,hipoteca,5,quitacao_debitos,B,3200,9.7,0,0.08,n,7
144,200000,hipoteca,4,educacao,B,6000,11.86,0,0.03,n,2
23,75000,hipoteca,3,empreendimento,A,14400,6.03,0,0.19,n,4
26,73000,hipoteca,10,educacao,A,10625,6.03,0,0.15,n,4
31,30000,alugada,5,uso_pessoal,C,6000,13.23,0,0.2,n,5
26,85000,alugada,3,reforma,C,21000,13.92,0,0.25,n,3
48,73000,hipoteca,14,empreendimento,A,10000,7.29,0,0.14,n,12
23,120000,hipoteca,7,educacao,A,12000,5.42,0,0.1,n,3
27,78000,hipoteca,5,uso_pessoal,B,6775,10.59,1,0.09,n,5
38,55550,hipoteca,1,reforma,A,22500,7.49,0,0.41,n,12
23,33500,alugada,2,educacao,E,2500,15.68,1,0.07,s,4
24,73000,alugada,0,empreendimento,E,22400,16.7,1,0.31,s,4
25,45500,alugada,3,saude,C,2000,13.49,0,0.04,s,3
24,54000,alugada,0,quitacao_debitos,D,7000,15.99,1,0.13,s,3
21,33996,alugada,0,uso_pessoal,B,5000,12.18,0,0.15,n,3
22,80070,hipoteca,6,educacao,B,27525,10.74,0,0.34,n,3
34,28880,alugada,2,empreendimento,C,3000,11.78,0,0.1,n,9
35,63600,hipoteca,5,quitacao_debitos,B,4800,12.42,1,0.08,n,6
25,34000,alugada,0,reforma,B,5925,11.11,1,0.17,n,4
