IDADE;RENDA_ANUAL;MORADIA;TEMPO_DE_SERVICO;MOTIVO_EMPRESTIMO;SCORE_CREDITO;VALOR_EMPRESTIMO;TAXA_DE_JUROS;SITUACAO_INADIMPLENCIA;COMPROMETIMENTO_DA_RENDA;HISTORICO_DE_INADIMPLENCIA;HISTORICO_DE_CREDITO
24;38000;hipoteca;4;reforma;A;8000;7.14;0;0.21;n;3
22;44094;alugada;1;empreendimento;A;3600;7.37;0;0.08;n;3
29;63996;propria;8;uso_pessoal;C;12000;12.61;0;0.19;n;5
24;22000;hipoteca;8;uso_pessoal;A;8000;5.42;0;0.36;n;4
37;44000;alugada;0;uso_pessoal;A;10000;6.91;0;0.23;n;15
37;19896;alugada;0;educacao;E;10000;17.14;1;0.5;n;11
25;20000;alugada;0;saude;C;3500;10.28;0;0.17;s;3
26;140000;hipoteca;5;reforma;D;13050;14.59;0;0.09;s;3
25;43500;alugada;0;saude;A;4500;6.76;0;0.1;n;2
29;98000;hipoteca;2;reforma;B;7925;10.59;1;0.08;n;9
22;42000;alugada;0;uso_pessoal;A;3600;7.37;0;0.09;n;3
37;65000;alugada;7;reforma;C;12000;13.98;0;0.18;n;12
35;30720;hipoteca;4;empreendimento;A;6000;7.49;0;0.2;n;7
21;24000;alugada;4;reforma;C;9600;14.27;1;0.4;n;4
24;62400;alugada;8;reforma;B;20000;11.12;1;0.32;n;2
27;26400;hipoteca;6;saude;A;6000;6.91;1;0.23;n;9
26;28700;alugada;6;saude;D;8500;13.55;1;0.3;s;3
37;50000;alugada;0;quitacao_debitos;B;5000;11.89;0;0.1;n;12
23;25000;alugada;0;educacao;C;6400;12.84;0;0.26;n;3
29;55476;hipoteca;1;saude;D;10000;15.33;1;0.18;s;8
23;59000;alugada;7;educacao;C;20000;12.29;1;0.34;n;2
22;119000;alugada;2;quitacao_debitos;B;12000;10.36;0;0.1;n;2
25;55000;hipoteca;2;educacao;E;14000;15.68;0;0.25;s;4
21;87000;alugada;5;saude;B;11000;11.58;0;0.13;n;2
23;50400;alugada;3;empreendimento;B;5000;10.38;0;0.1;n;2
33;90000;alugada;0;quitacao_debitos;A;12000;6.03;0;0.13;n;6
28;82000;alugada;12;empreendimento;G;16750;20.11;1;0.2;s;10
24;10000;alugada;8;uso_pessoal;A;3000;7.9;1;0.3;n;3
25;54000;hipoteca;1;educacao;A;6000;6.17;0;0.11;n;4
26;24996;alugada;3;empreendimento;A;8500;6.91;1;0.34;n;4
25;70000;alugada;0;educacao;B;12000;11.99;0;0.17;n;2
24;39000;alugada;1;quitacao_debitos;D;10000;14.11;1;0.26;n;3
22;90000;hipoteca;6;saude;B;6400;9.88;0;0.07;n;3
25;52500;hipoteca;4;quitacao_debitos;A;9000;7.88;0;0.17;n;4
28;125004;hipoteca;9;uso_pessoal;A;12000;7.14;0;0.1;n;5
29;97000;hipoteca;2;empreendimento;C;10000;12.23;0;0.1;s;5
33;54000;hipoteca;3;educacao;C;10000;15.23;0;0.19;s;8
24;46000;alugada;0;uso_pessoal;A;4800;8.9;0;0.1;n;2
33;71000;hipoteca;4;saude;B;5300;11.49;0;0.07;n;7
22;57564;hipoteca;6;quitacao_debitos;B;21000;11.48;0;0.36;n;3
22;46500;alugada;4;empreendimento;B;5000;10.37;0;0.11;n;4
25;27336;propria;9;empreendimento;C;5500;13.23;0;0.2;n;4
28;65000;propria;1;empreendimento;B;7500;10.96;0;0.12;n;5
33;24720;alugada;5;quitacao_debitos;A;5000;7.49;0;0.2;n;5
23;30000;alugada;0;saude;A;3000;5.79;0;0.1;n;3
24;49000;hipoteca;5;educacao;A;2700;6.92;0;0.06;n;3
27;33000;alugada;5;saude;A;4000;5.99;0;0.12;n;8
25;30840;alugada;2;empreendimento;D;11200;17.27;1;0.36;n;4
24;30000;alugada;0;saude;C;6000;13.49;0;0.2;n;2
22;67350;hipoteca;6;educacao;D;9600;14.96;0;0.14;n;4
23;56100;hipoteca;3;saude;B;5650;10.99;1;0.09;n;3
28;70000;hipoteca;3;quitacao_debitos;A;8000;8.49;0;0.11;n;9
22;49464;alugada;5;uso_pessoal;B;25000;11.83;1;0.51;n;3
29;53590;hipoteca;2;reforma;B;11225;11.14;0;0.21;n;7
24;70000;alugada;0;empreendimento;B;2000;8.7;0;0.03;n;3
29;67422;hipoteca;13;educacao;B;12800;11.49;0;0.19;n;8
24;54000;hipoteca;6;reforma;C;6300;14.65;1;0.12;s;2
21;53000;alugada;4;quitacao_debitos;B;10000;10.62;0;0.19;n;3
24;75000;outro;5;reforma;C;12000;14.26;0;0.16;s;3
28;49000;hipoteca;5;saude;B;4750;10.25;0;0.1;n;8
26;40000;alugada;4;empreendimento;B;5875;12.69;0;0.15;n;2
24;80000;alugada;3;empreendimento;C;20000;13.06;0;0.25;s;3
29;129996;hipoteca;0;educacao;E;30000;18.79;0;0.23;n;8
32;130000;hipoteca;12;saude;A;16500;5.42;0;0.13;n;8
27;60000;hipoteca;2;quitacao_debitos;B;15000;11.86;0;0.25;n;8
29;35000;alugada;1;saude;A;17475;7.66;1;0.5;n;5
30;60000;hipoteca;3;quitacao_debitos;A;4125;5.99;0;0.07;n;5
22;45000;alugada;2;educacao;A;10000;7.51;0;0.22;n;3
25;90000;hipoteca;5;empreendimento;C;10000;12.61;0;0.11;s;3
25;39996;propria;2;empreendimento;A;12000;8.94;0;0.3;n;3
36;69000;alugada;0;saude;B;15600;10.99;0;0.23;n;12
24;91000;hipoteca;0;uso_pessoal;A;1000;7.68;0;0.01;n;4
22;22800;propria;1;saude;A;9000;5.99;0;0.39;n;2
23;57750;alugada;3;educacao;A;8000;7.49;0;0.14;n;3
23;84000;alugada;0;quitacao_debitos;A;12500;6.54;0;0.15;n;4
29;75000;alugada;5;empreendimento;A;6400;7.49;0;0.09;n;8
32;40000;alugada;1;saude;C;4000;13.49;0;0.1;s;8
24;62000;hipoteca;6;reforma;B;10000;10.74;0;0.16;n;2
27;41000;alugada;2;quitacao_debitos;C;2000;15.27;0;0.05;s;7
23;61200;alugada;7;uso_pessoal;B;3000;12.42;0;0.05;n;2
25;63000;alugada;9;educacao;A;7200;7.88;0;0.11;n;3
22;52000;alugada;6;empreendimento;B;10000;11.71;0;0.19;n;3
26;27000;alugada;0;empreendimento;B;8000;11.11;0;0.3;n;4
25;92700;hipoteca;5;empreendimento;C;1500;14.65;0;0.02;s;2
35;46900;alugada;14;saude;C;14000;14.27;0;0.3;s;5
28;80000;propria;2;reforma;C;16000;11.66;0;0.2;s;7
24;55000;hipoteca;8;reforma;A;5500;8.59;0;0.1;n;4
21;62000;alugada;2;educacao;B;6000;10.25;0;0.1;n;4
24;38500;alugada;0;saude;D;5000;14.84;1;0.13;n;2
27;72000;hipoteca;11;uso_pessoal;B;7000;11.49;0;0.1;n;8
32;55000;alugada;0;uso_pessoal;B;8000;10.0;0;0.15;n;9
22;32000;alugada;7;saude;C;14000;12.23;1;0.44;n;3
22;61000;hipoteca;2;saude;A;18200;7.51;0;0.3;n;4
25;63000;hipoteca;9;educacao;B;25000;11.49;0;0.4;n;2
27;32000;alugada;11;educacao;C;6000;14.27;0;0.19;n;8
27;51600;hipoteca;12;saude;A;6000;8.9;0;0.12;n;9
33;96000;hipoteca;5;empreendimento;A;9000;7.49;0;0.09;n;7
32;50000;hipoteca;5;uso_pessoal;A;9600;6.76;0;0.19;n;9
25;59004;alugada;1;uso_pessoal;D;20000;14.84;1;0.34;s;2
27;51600;hipoteca;2;empreendimento;D;13650;16.29;1;0.26;n;9
28;50000;alugada;4;quitacao_debitos;D;15000;14.91;1;0.3;n;7
25;108000;hipoteca;0;reforma;B;21000;11.71;0;0.19;n;4
27;36000;alugada;11;empreendimento;A;4500;7.49;0;0.13;n;5
26;60000;hipoteca;10;saude;A;5000;6.92;0;0.08;n;4
32;39400;alugada;2;saude;A;2500;7.14;0;0.06;n;9
33;54000;hipoteca;7;saude;C;32000;15.23;1;0.59;s;7
30;110000;hipoteca;14;empreendimento;B;10000;10.65;0;0.09;n;8
27;30000;alugada;3;quitacao_debitos;A;13000;7.88;1;0.43;n;8
30;31200;alugada;5;saude;B;6000;9.91;0;0.19;n;8
22;90000;hipoteca;6;educacao;B;12000;10.99;0;0.13;n;2
31;30000;hipoteca;3;uso_pessoal;A;9450;8.49;0;0.32;n;8
22;32769;alugada;3;empreendimento;A;7000;7.29;0;0.21;n;3
28;29000;alugada;1;uso_pessoal;C;5000;15.96;1;0.17;s;7
33;75000;hipoteca;13;empreendimento;D;4000;14.11;0;0.05;n;7
29;120000;propria;3;educacao;A;7500;7.74;0;0.06;n;8
24;62050;hipoteca;1;saude;C;5600;14.65;1;0.08;n;4
22;24000;hipoteca;5;educacao;A;5000;7.9;0;0.21;n;2
25;60000;alugada;0;empreendimento;B;12000;11.86;0;0.2;n;4
23;45000;alugada;0;educacao;A;5000;7.75;0;0.11;n;3
28;28000;alugada;3;empreendimento;A;3000;6.91;0;0.11;n;10
36;74000;hipoteca;4;educacao;B;10250;11.48;1;0.14;n;15
25;116000;hipoteca;9;empreendimento;B;19950;9.96;0;0.17;n;4
30;69000;hipoteca;13;empreendimento;B;10000;9.99;0;0.14;n;9
30;49000;propria;3;saude;A;3500;6.99;0;0.07;n;5
25;20000;hipoteca;1;empreendimento;A;4000;5.79;0;0.2;n;2
29;50000;alugada;2;quitacao_debitos;B;10000;11.26;0;0.2;n;6
25;36000;alugada;4;empreendimento;B;15000;9.63;1;0.42;n;3
24;50000;alugada;1;saude;B;18000;12.42;1;0.36;n;4
26;115600;hipoteca;4;empreendimento;A;9925;7.29;0;0.09;n;4
24;35000;alugada;1;quitacao_debitos;A;12000;6.54;1;0.34;n;2
36;54500;hipoteca;6;empreendimento;A;20500;6.91;0;0.38;n;17
27;50400;hipoteca;9;educacao;A;5000;7.51;0;0.1;n;5
22;36628;alugada;4;educacao;B;6000;11.86;0;0.16;n;4
27;40000;alugada;1;saude;B;5000;11.99;0;0.13;n;9
24;50000;hipoteca;5;uso_pessoal;D;22800;17.27;0;0.46;n;2
25;18000;alugada;0;quitacao_debitos;C;4000;13.22;1;0.22;s;4
38;72000;hipoteca;8;quitacao_debitos;A;6000;5.99;0;0.08;n;11
21;30000;hipoteca;5;reforma;C;13250;13.99;1;0.44;n;3
28;80000;alugada;9;uso_pessoal;B;18000;11.49;0;0.23;n;6
26;41004;alugada;2;saude;B;3000;11.14;0;0.07;n;2
26;132500;hipoteca;1;reforma;B;12000;12.69;0;0.09;n;3
27;38000;alugada;5;saude;A;3000;7.49;0;0.08;n;8
28;25000;alugada;1;educacao;A;5000;7.51;0;0.2;n;7
24;60000;propria;1;empreendimento;D;15000;16.89;0;0.25;s;2
23;51996;hipoteca;3;uso_pessoal;A;5000;6.92;0;0.1;n;3
33;92000;hipoteca;8;educacao;C;20000;13.06;0;0.22;n;10
27;27000;propria;0;educacao;G;11500;20.11;1;0.43;n;9
25;65000;hipoteca;2;saude;B;10000;10.75;0;0.15;n;4
24;28704;alugada;3;quitacao_debitos;B;4000;9.63;0;0.14;n;3
21;35000;alugada;6;uso_pessoal;C;5000;14.79;1;0.14;n;2
28;69996;alugada;8;quitacao_debitos;A;3500;6.62;0;0.05;n;9
23;70000;alugada;3;empreendimento;C;6600;12.84;0;0.09;s;3
24;42996;alugada;2;saude;A;14000;7.51;1;0.33;n;2
23;45000;alugada;1;quitacao_debitos;A;17625;8.9;1;0.39;n;4
34;34000;alugada;0;uso_pessoal;A;8000;7.9;0;0.24;n;7
40;54996;hipoteca;6;uso_pessoal;B;6000;9.76;1;0.11;n;14
22;70000;hipoteca;5;quitacao_debitos;C;8000;13.49;0;0.11;s;2
22;50000;hipoteca;6;empreendimento;A;7800;6.62;0;0.16;n;2
27;72900;hipoteca;3;uso_pessoal;D;10000;15.7;0;0.14;s;9
22;32400;alugada;3;empreendimento;D;2400;16.77;0;0.07;s;3
24;43300;hipoteca;2;quitacao_debitos;B;24000;10.62;0;0.55;n;2
25;74004;alugada;2;empreendimento;E;20000;15.95;1;0.27;n;3
27;100000;alugada;7;uso_pessoal;E;15600;17.88;0;0.16;s;6
22;26004;hipoteca;1;educacao;A;5000;5.42;0;0.19;n;4
24;60000;alugada;1;empreendimento;B;9000;11.58;0;0.15;n;3
26;53688;alugada;11;quitacao_debitos;A;8000;5.42;0;0.15;n;4
28;65000;hipoteca;5;saude;C;4500;15.96;0;0.07;s;9
23;95004;hipoteca;4;empreendimento;A;10000;7.51;0;0.11;n;4
24;38400;alugada;6;quitacao_debitos;A;9000;7.9;0;0.23;n;2
22;43000;alugada;7;quitacao_debitos;B;15000;10.99;1;0.35;n;2
29;50004;hipoteca;1;reforma;C;1500;13.11;0;0.03;s;6
38;34000;alugada;8;saude;D;9500;14.46;1;0.28;n;15
21;25000;alugada;5;empreendimento;A;5600;7.29;0;0.22;n;2
27;23400;alugada;5;educacao;D;7000;15.7;1;0.3;s;5
37;46000;hipoteca;9;educacao;B;5000;10.75;0;0.11;n;14
23;52000;alugada;7;empreendimento;B;7500;10.38;0;0.14;n;2
33;41000;alugada;2;saude;B;8400;11.71;0;0.2;n;6
26;95000;hipoteca;10;empreendimento;C;15000;15.96;0;0.16;s;2
30;65000;hipoteca;4;saude;A;3600;6.92;0;0.06;n;10
24;53000;alugada;1;quitacao_debitos;D;15000;16.77;1;0.28;n;2
32;50000;hipoteca;0;educacao;A;5400;7.14;0;0.11;n;9
24;39862;alugada;8;saude;C;5000;14.22;0;0.13;n;4
26;94000;hipoteca;8;uso_pessoal;A;15000;6.17;0;0.16;n;2
22;44400;alugada;2;educacao;C;5500;12.73;0;0.12;n;4
24;80000;propria;5;educacao;C;2200;13.49;0;0.03;n;4
25;134300;alugada;3;saude;D;5000;16.49;1;0.03;n;2
25;74678;hipoteca;9;quitacao_debitos;B;4000;10.62;0;0.05;n;2
24;73700;alugada;0;empreendimento;C;5500;14.65;0;0.07;n;3
30;14400;propria;0;saude;D;5000;14.96;1;0.35;n;9
24;47000;alugada;3;uso_pessoal;A;6000;7.66;0;0.13;n;2
22;56400;alugada;2;reforma;D;25000;14.96;1;0.44;s;3
28;50176;alugada;3;empreendimento;B;5000;10.59;0;0.1;n;7
24;63000;hipoteca;0;empreendimento;B;6000;9.91;0;0.1;n;4
24;42765;alugada;9;quitacao_debitos;C;18000;11.03;1;0.42;s;2
25;21500;alugada;2;saude;C;7500;11.34;1;0.35;s;3
39;70000;hipoteca;13;quitacao_debitos;A;8400;7.88;0;0.12;n;15
26;51500;propria;10;reforma;A;15000;6.92;0;0.29;n;2
33;66000;hipoteca;2;uso_pessoal;D;20000;12.61;0;0.3;s;5
28;50343;propria;11;reforma;A;22000;7.49;0;0.44;n;5
21;25200;alugada;2;educacao;A;6000;7.49;0;0.24;n;3
32;49200;hipoteca;5;reforma;A;5000;7.74;0;0.1;n;10
29;43680;propria;0;quitacao_debitos;D;10000;14.46;0;0.23;n;8
30;25000;alugada;6;uso_pessoal;C;5475;12.68;0;0.22;n;6
24;38000;hipoteca;3;quitacao_debitos;B;16000;10.99;0;0.42;n;2
31;14400;alugada;0;quitacao_debitos;C;4200;14.17;1;0.29;s;8
34;42000;alugada;5;empreendimento;C;6000;14.22;0;0.14;n;10
38;107004;hipoteca;11;empreendimento;B;15000;10.0;0;0.14;n;16
29;105000;hipoteca;13;uso_pessoal;C;5000;12.53;0;0.05;n;9
39;45000;hipoteca;2;uso_pessoal;A;3000;7.9;0;0.07;n;15
24;72000;alugada;8;saude;A;14000;7.9;0;0.19;n;2
21;15360;alugada;0;educacao;B;1600;12.69;0;0.1;n;2
31;122000;hipoteca;3;reforma;A;6000;9.38;0;0.05;n;9
25;33600;hipoteca;9;saude;A;7125;7.51;0;0.21;n;3
30;33000;hipoteca;0;quitacao_debitos;C;3000;11.66;0;0.09;n;8
24;42000;alugada;2;reforma;C;4000;12.73;1;0.1;s;3
33;48000;alugada;4;saude;B;1000;9.99;0;0.02;n;10
29;32000;hipoteca;2;empreendimento;A;12000;7.88;0;0.38;n;6
27;62400;hipoteca;12;saude;A;12000;5.42;0;0.19;n;6
24;63000;hipoteca;8;uso_pessoal;C;11400;13.79;0;0.18;n;4
27;45000;alugada;12;quitacao_debitos;C;10400;14.65;0;0.23;n;9
29;60000;hipoteca;8;uso_pessoal;B;8000;10.51;0;0.13;n;8
24;89523;alugada;8;uso_pessoal;B;3000;10.25;0;0.03;n;3
28;60000;propria;12;educacao;D;7000;15.99;0;0.12;n;7
23;55000;hipoteca;2;educacao;B;5000;11.11;0;0.09;n;2
23;34800;alugada;6;empreendimento;A;6600;7.49;0;0.19;n;2
28;90080;hipoteca;9;reforma;A;5500;7.49;0;0.06;n;6
26;72000;alugada;6;uso_pessoal;A;15000;6.92;0;0.21;n;3
29;65000;alugada;4;educacao;D;15000;16.0;0;0.23;n;8
25;82000;hipoteca;3;reforma;B;15000;10.37;0;0.18;n;2
32;47900;alugada;2;saude;A;11000;7.51;0;0.23;n;10
40;30996;alugada;2;saude;C;1500;13.72;1;0.05;s;14
40;70000;hipoteca;1;empreendimento;A;11600;6.91;0;0.17;n;17
22;100000;alugada;0;uso_pessoal;B;20000;12.21;0;0.2;n;3
23;70000;alugada;7;quitacao_debitos;B;1600;11.14;0;0.02;n;4
23;140000;propria;6;educacao;C;16400;15.96;0;0.12;n;2
22;40000;alugada;6;saude;A;5000;7.43;0;0.13;n;4
28;35004;hipoteca;3;reforma;C;16000;13.23;0;0.46;s;9
22;87800;alugada;3;saude;B;15000;11.36;0;0.17;n;4
32;75333;hipoteca;1;educacao;B;15000;11.58;0;0.2;n;5
28;140000;hipoteca;8;saude;A;22000;7.9;0;0.16;n;6
23;114750;alugada;2;saude;G;24000;20.03;1;0.18;s;3
23;78000;alugada;6;empreendimento;C;14400;14.27;0;0.18;s;4
26;38000;hipoteca;10;reforma;D;15000;15.33;0;0.39;n;3
26;33000;hipoteca;0;reforma;C;9000;13.72;1;0.27;n;2
38;74237;hipoteca;4;uso_pessoal;C;18000;14.35;0;0.24;s;15
31;78000;hipoteca;1;reforma;C;20000;14.26;1;0.26;s;10
24;140000;hipoteca;8;saude;B;16000;10.38;0;0.11;n;2
40;90000;alugada;1;educacao;B;2800;11.11;0;0.03;n;13
23;72250;alugada;7;saude;B;30000;10.65;1;0.35;n;2
22;71004;alugada;6;uso_pessoal;B;1800;11.12;0;0.03;n;4
30;28000;alugada;5;uso_pessoal;C;12000;14.22;1;0.43;n;8
22;83000;hipoteca;6;quitacao_debitos;B;5500;11.99;0;0.07;n;4
22;110500;hipoteca;1;saude;B;12250;11.26;0;0.11;n;4
36;31000;alugada;2;empreendimento;A;2500;8.9;0;0.08;n;15
22;100000;hipoteca;6;educacao;B;14350;9.99;0;0.14;n;2
31;65200;hipoteca;7;uso_pessoal;A;7000;8.0;0;0.11;n;8
24;99750;hipoteca;8;reforma;B;12000;9.62;0;0.12;n;3
30;43580;hipoteca;5;uso_pessoal;B;6000;12.21;1;0.14;n;7
30;52000;hipoteca;7;uso_pessoal;D;5500;14.96;0;0.11;s;10
30;53000;alugada;4;quitacao_debitos;A;12000;6.03;0;0.23;n;7
28;115000;hipoteca;3;reforma;A;25000;7.49;0;0.22;n;6
32;136000;hipoteca;11;saude;B;12000;10.0;0;0.09;n;8
24;65000;alugada;0;educacao;B;14000;10.99;0;0.22;n;4
29;42000;alugada;6;quitacao_debitos;D;3500;12.67;1;0.08;n;5
25;70000;propria;9;reforma;A;5000;8.59;0;0.07;n;3
23;50000;hipoteca;6;empreendimento;B;17000;12.42;0;0.34;n;4
29;84000;propria;13;uso_pessoal;A;6000;5.42;0;0.07;n;5
25;55000;alugada;0;educacao;C;8400;13.72;0;0.15;n;3
23;35482;propria;7;empreendimento;D;7000;14.74;0;0.2;n;4
34;40000;alugada;3;educacao;B;25000;10.25;1;0.63;n;5
24;35000;alugada;7;educacao;A;3500;6.99;0;0.1;n;2
25;73000;alugada;9;uso_pessoal;B;13600;11.99;0;0.19;n;2
22;75000;alugada;2;quitacao_debitos;A;5000;5.79;0;0.07;n;2
39;19404;hipoteca;0;saude;B;6000;11.14;1;0.31;n;13
26;119000;hipoteca;3;quitacao_debitos;A;9000;7.74;0;0.08;n;4
23;87000;hipoteca;0;uso_pessoal;C;7500;11.28;0;0.09;s;2
21;98132;hipoteca;5;saude;B;15000;11.36;0;0.15;n;4
26;51000;hipoteca;3;quitacao_debitos;A;12000;7.29;0;0.24;n;4
23;36996;propria;4;saude;A;10000;7.51;0;0.27;n;3
24;28000;alugada;0;uso_pessoal;D;5600;14.12;1;0.2;s;2
29;100000;hipoteca;9;empreendimento;C;25000;13.23;0;0.25;s;8
29;135000;hipoteca;0;educacao;A;11000;8.94;0;0.08;n;8
33;58000;hipoteca;7;quitacao_debitos;B;15000;10.62;1;0.26;n;5
21;45000;hipoteca;5;quitacao_debitos;A;8000;7.51;0;0.18;n;4
26;50000;hipoteca;3;quitacao_debitos;A;8000;6.62;0;0.16;n;4
22;57200;hipoteca;4;educacao;A;7000;7.51;0;0.12;n;2
27;28000;alugada;3;empreendimento;C;6000;13.92;0;0.21;n;6
24;77000;alugada;6;saude;B;12000;11.49;0;0.16;n;4
26;30000;alugada;4;empreendimento;B;4000;10.75;0;0.13;n;3
27;80000;hipoteca;3;quitacao_debitos;B;3000;11.11;0;0.04;n;7
34;110000;alugada;0;quitacao_debitos;A;10000;7.66;0;0.09;n;9
21;32000;alugada;3;empreendimento;B;7000;11.49;0;0.22;n;2
27;36600;hipoteca;6;empreendimento;A;5000;5.42;0;0.14;n;5
34;36000;alugada;5;quitacao_debitos;A;14000;7.51;1;0.39;n;6
39;73000;hipoteca;3;quitacao_debitos;A;10000;7.51;0;0.14;n;13
21;18000;alugada;1;empreendimento;A;3200;8.49;1;0.18;n;2
24;72000;hipoteca;8;educacao;C;14000;14.65;1;0.19;n;4
24;25200;alugada;6;saude;A;6000;7.49;0;0.24;n;2
35;60000;alugada;7;uso_pessoal;B;10000;11.11;0;0.17;n;9
21;90000;outro;5;saude;B;16000;11.26;0;0.18;n;4
22;53000;hipoteca;6;uso_pessoal;A;5000;5.42;0;0.09;n;3
26;35000;alugada;9;saude;C;2000;13.99;0;0.06;n;2
24;75000;alugada;8;uso_pessoal;B;10000;9.91;0;0.13;n;3
38;130000;hipoteca;1;quitacao_debitos;B;30000;9.91;0;0.23;n;11
23;45000;alugada;2;saude;A;6575;8.0;0;0.15;n;4
28;68553;hipoteca;1;reforma;C;15000;13.85;0;0.22;s;10
25;32000;alugada;2;saude;D;8575;15.62;1;0.27;n;2
27;40000;alugada;1;quitacao_debitos;B;6000;11.99;0;0.15;n;6
28;112000;alugada;1;saude;B;6000;12.69;0;0.05;n;8
27;130000;alugada;2;empreendimento;C;10000;13.47;0;0.08;s;6
23;32000;alugada;4;educacao;B;11000;9.91;1;0.34;n;3
26;74000;alugada;4;reforma;D;16000;14.84;0;0.22;s;3
24;135000;hipoteca;4;saude;A;25000;7.49;0;0.19;n;2
31;29640;alugada;4;quitacao_debitos;D;6250;14.96;1;0.21;n;7
38;78000;alugada;2;saude;A;6000;6.99;0;0.08;n;15
31;50000;hipoteca;7;quitacao_debitos;A;4800;6.03;0;0.1;n;7
23;62050;alugada;1;saude;E;17800;16.35;1;0.24;s;3
29;74872;alugada;4;uso_pessoal;A;15000;7.88;0;0.2;n;5
22;110000;hipoteca;0;educacao;A;12000;7.14;0;0.11;n;2
29;99000;alugada;3;reforma;C;8000;12.99;0;0.08;s;8
33;48000;hipoteca;1;uso_pessoal;D;20000;16.07;0;0.42;n;10
23;87000;hipoteca;2;uso_pessoal;D;25000;14.96;0;0.29;s;2
24;56100;hipoteca;0;saude;B;6000;11.71;1;0.09;n;4
38;85900;alugada;6;quitacao_debitos;B;10000;12.53;0;0.12;n;13
32;45996;alugada;2;educacao;B;1800;11.58;0;0.04;n;8
26;29000;alugada;6;saude;C;5000;12.99;1;0.17;s;2
40;19200;alugada;2;empreendimento;B;1800;11.99;0;0.09;n;13
28;86000;hipoteca;6;uso_pessoal;C;2650;13.23;0;0.03;s;5
36;84996;hipoteca;11;uso_pessoal;B;3500;12.69;0;0.04;n;13
26;91000;hipoteca;10;quitacao_debitos;D;5000;14.96;1;0.05;n;2
28;55000;alugada;2;saude;B;3900;11.99;0;0.07;n;10
23;100000;hipoteca;4;educacao;D;14000;17.58;0;0.14;s;3
24;67000;alugada;0;saude;B;10000;9.64;0;0.15;n;4
25;59366;alugada;4;saude;B;6000;11.11;0;0.1;n;2
28;72000;hipoteca;12;empreendimento;A;15000;8.94;0;0.21;n;9
21;18000;alugada;3;quitacao_debitos;C;1500;12.87;0;0.08;s;4
22;30000;hipoteca;6;uso_pessoal;D;6600;14.42;0;0.22;s;4
37;51000;alugada;11;empreendimento;D;6400;16.89;0;0.13;s;13
26;56950;alugada;10;saude;B;7550;9.99;1;0.11;n;3
25;80004;alugada;4;reforma;B;12000;10.36;0;0.15;n;3
40;73000;alugada;2;empreendimento;D;9975;16.29;1;0.14;s;16
29;58327;alugada;4;empreendimento;B;9600;11.48;0;0.16;n;5
33;58000;alugada;0;quitacao_debitos;B;14400;9.91;0;0.25;n;8
25;19200;alugada;2;reforma;C;6000;13.11;1;0.31;s;2
30;55684;hipoteca;13;educacao;B;5200;12.69;0;0.09;n;9
26;92000;alugada;10;uso_pessoal;B;14200;10.99;0;0.15;n;3
33;98000;hipoteca;3;empreendimento;B;25000;11.83;0;0.26;n;10
23;75000;alugada;3;uso_pessoal;B;10000;11.86;0;0.13;n;2
21;57200;hipoteca;5;quitacao_debitos;A;8000;6.03;0;0.14;n;2
39;49993;hipoteca;10;quitacao_debitos;D;12600;16.89;1;0.25;n;15
28;90000;propria;7;saude;C;8400;12.87;0;0.09;n;8
26;45000;alugada;10;uso_pessoal;D;11000;14.61;0;0.24;n;2
38;110000;hipoteca;5;saude;B;16000;11.99;0;0.15;n;13
24;40000;hipoteca;2;empreendimento;B;10000;11.83;0;0.25;n;3
24;31200;alugada;4;uso_pessoal;B;2725;10.74;0;0.09;n;2
24;92000;hipoteca;9;uso_pessoal;E;25000;17.93;0;0.27;s;2
31;39000;hipoteca;6;quitacao_debitos;D;4000;16.77;1;0.1;s;9
23;80400;alugada;4;educacao;A;9000;7.51;0;0.11;n;4
24;70082;alugada;5;empreendimento;C;2500;12.61;0;0.04;n;4
35;130000;hipoteca;3;quitacao_debitos;C;9000;12.73;0;0.07;s;8
25;48000;alugada;8;quitacao_debitos;C;3500;13.16;0;0.07;n;3
39;68000;alugada;1;educacao;C;5000;13.49;0;0.07;s;11
23;100000;hipoteca;7;saude;B;25000;11.71;0;0.25;n;3
26;38400;propria;1;uso_pessoal;B;15500;11.99;0;0.4;n;3
22;140000;hipoteca;6;educacao;B;10000;10.99;0;0.07;n;3
25;20000;alugada;1;saude;A;12000;8.07;1;0.6;n;2
26;44000;alugada;4;quitacao_debitos;B;9000;10.99;0;0.2;n;2
24;40800;propria;0;empreendimento;C;14400;14.35;0;0.35;n;2
27;48000;alugada;5;saude;B;9000;10.99;0;0.19;n;10
24;110000;alugada;5;uso_pessoal;A;12000;7.9;0;0.11;n;3
28;78000;hipoteca;4;reforma;B;24000;10.25;1;0.31;n;8
21;29000;alugada;6;saude;C;11000;13.49;1;0.38;s;2
30;50400;hipoteca;7;uso_pessoal;A;3000;7.29;0;0.06;n;6
27;51395;alugada;11;empreendimento;B;15000;10.99;0;0.29;n;6
24;59400;alugada;8;quitacao_debitos;A;6000;7.9;0;0.1;n;3
24;33000;alugada;2;reforma;E;6900;17.56;1;0.21;s;3
25;96000;alugada;9;reforma;A;7075;5.99;0;0.07;n;4
29;27000;alugada;8;saude;A;5000;6.76;0;0.19;n;8
22;50000;hipoteca;0;quitacao_debitos;A;12800;5.79;0;0.26;n;2
